,index,target,document,vader,pmi_ir,pmi_ir_binary
37,1226,1,"i had a chance to see a sneak preview of city slickers ii on campus last night . 
i went in with the expectation of a film with the similar flavor which made the original such a success : personal growth and insightful humor about life . 
i came away somewhat disappointed in this regard , getting some of the latter and not much of the former . 
the basic plot revolves around billy crystal , who plays mitch robbins , turning forty . 
he's now become the station manager of the radio station in which he worked in the original . 
he's given a job at the radio station to his best friend , played by daniel stern , out of sympathy while stern's character works through his divorce . 
his loser younger brother ( john lovitz ) comes to mitch's house to bum a money and place to live , all while mitch and his wife try to celebrate his birthday . 
during the celebration , mitch discovers what appears to be a treasure map in curly's ( the cattle drive leader in the original played by jack palance ) old hat . 
after a business trip to las vegas , crystal , stern , and lovitz stay a few extra days to go off in search of the treasure . 
on the way , they run into curly's twin brother , duke , played by ( you know who ) jack palance . 
first of all , the cinematography was beautifully done , especially the outdoor scenes in the desert . 
the scenes are such that i would like to see some of those sights filmed myself . 
there is some character development during the film . 
the actors remain true to their characters and play them well , without overplaying the jokes . 
the movie is a good basic adventure , with enough plot twists to provide for an ending that is difficult to predict . 
the movie is paced well , but with a couple slow spots in the middle and towards the end . 
humor-wise , the film has a good number of jokes which maintained my interest throughout the film . 
there are memorable moments like when stern is bitten by a snake , but there are fewer jokes to laugh at in the sequel ( surprise , surprise for a sequel , right ? ) . 
however , the slight bitter aftertaste i have with this film has to do mainly with the film's manipulation of the audience . 
the film tries to pull your heart-strings too much regarding how close the characters are to each other , like when mitch had decided to suck the snake marrow out of his best friend's butt . 
this is done again when the gang meets up with some members of the cattle drive group from the original . 
there were also some parts which appeared unrealistic , like whether the stampede would start in the way it did or why they didn't worry more about water while tromping around the desert . 
some strenuous stretches of the imagination are required here . 
since the objective of the gang is to find gold and get rich ( unlike finding themselves in middle age like in the original ) , i also found it harder to empathize with the characters during their journey . 
overall , i'd say that the film is an entertaining and humorous adventure with some story-line deficiencies making it less worthy than the original . 
it may be worth the full price of admission , but a matinee would be a better bargain . 
",1,0.22935422367158959,1
38,57,0,"supposedly based on a true story in which the british drive to build a rail bridge deep in africa grinds to a halt after a pair of lions start killing off the workers in 1898 . 
john patterson ( val kilmer ) , the bridge building expert set to oversee the operation , tried to rid his operation of the lions , but fails . 
a world renound hunter , remington ( michael douglas ) , is called in and the battle , man against lion , begins . 
this film has a great soundtrack , and wonderful scenery . 
the acting is not too bad except the characters are all so thin . 
we only see one side of each character . 
kilmer is a bridge builder and that's all we see him as . 
these lions kill dozens of his men and he doesn't even appear to be too upset about it . 
and the plot ? 
it's jaws , but with lions . 
again we're presented with an animal that behaves not at all as it should . 
it appears to kill men because it just likes too . 
why ? 
who knows . 
i guess there wouldn't be much of a story if it didn't . 
the problem is that there isn't much of a story even though it does . 
",0,0.41257136523091353,1
39,1180,1,"i know what i would do with $4 . 4 million if i found it in a previously undiscovered airplane crash site , especially if i were with jacob and lou . 
 ( huh ? ) 
well , in any event , that is the situation hank ( paxton ) finds himself in . 
he and his dim-witted brother jacob ( thorton ) and tubby friend lou ( brent briscoe ) come upon a large bag of cash inside a plane wreck . 
against his better judgement , hank decides to go along with the idea of keeping it rather than going to the authorities . 
the rest of the film is a question of who is going to die to keep this a secret , and is it worth it ? 
a simple wish lies along the lines of very bad things , clay pigeons and even fargo , and is kind of wrapped all into one little dark bundle . 
oh , and its much better than any of those . 
sam raimi took a departure from his normal freak-show horror-monkey films and made this stylish and intriguing picture . 
he really lets the audience sit back and watch the events unfold rather than force them down our throats as many directors prefer to do . 
i think raimi knew he had a winner on his hands and decided to direct the picture on a natural flowing course . 
one of the film's components can be linked to a recurring theme in terrence malick's the thin red line . 
in malick's three hour bore-a-thon , he makes an interesting attempt to link mother earth to his war story . 
it seemed nothing more than an occasional pretty cut to a field of flowing grass , a small bird , or a flowing body of water . 
sure , there were obvious metaphorical connections , but there was no subtlty to his efforts . 
raimi does a fine job of tying in a fox in a chicken coop and birds of prey to signify the future of the characters . 
i think most viewers may miss the comparison , but it is a very intriguing ingredient in the film . 
and then there's billy bob thorton , who is proof that the independent film industry is vital to the life blood of hollywood . 
if it can continute to produce people like thorton , hollywood will be ok . 
he gives a fantastic and devastatingly deep performance here . 
it is not as engrossing as his carl childers character in slingblade , but is is just as complex , if not more so . 
jacob is slow and simple , and yet we so often see him deep in thought . 
i wondered if he was thinking about things that he would never say ( or didn't know how to say ) or if he was just taking a long time to think about the thing he just said . 
here he really proves his worth as one of the best character actors in the industry . 
though the plot is somewhat unoriginal , it has a very appealing new twist in its characters . 
paxton gives one of the better performances of his career as the straight and serious leader of the group ( a far cry from chet in wierd science ) . 
perhaps bridget fonda is miscast as his advice-giving wife , but she certainly doesn't do anything ruin the picture . 
a simple plan can be included in the group of recent small hollywood films that is just dark and pretty un-redeeming . 
but at least this one has an important message , unlike so many of its counterparts . 
",1,0.35893231826794675,1
40,153,0,"tom dicillo directs this superficial comedy about superficial people in superficial careers , all searching for deeper meaning . 
however , they won't find much meaning in the real blonde , and not enough real humor , either . 
joe ( matthew modine ) is a struggling actor , or he claims to be one , even though he has no credits under his belt . 
his girlfriend , mary ( catherine keener ) has no pretensions about her career : she's a makeup artist , working for the eccentric fashion photographer blair ( marlo thomas ) and supermodel of the month , sahara ( bridgette wilson ) . 
sahara , who has acquired a new age spirituality from repeated viewing of the little mermaid , has an on-again , off-again relationship with joe's best friend , bob ( maxwell caulfield ) . 
however , bob has gotten his biggest break yet : a starring role on a soap opera opposite the beautiful kelly ( daryl hannah ) , who may be that illusive woman he's always pursued : a real blonde . 
there are some moments of good humor in the real blonde , but not enough . 
the best stuff is in throwaway details in the background , such as sahara's perfume ads : "" depression - it's not just a state of mind "" . 
but to find humor in the superficiality of models and actors is to shoot fish in a barrel . 
and , unfortunately , the film's forays outside the realm of comedy are pathetic . 
take for example the film's framing device of an old lady and her dog . 
the story serves absolutely no purpose , makes little sense , and is completely tangential to the main plotlines of the movie . 
matthew modine and catherine keener have the most sympathetic characters in the film , but they're stuck in the most boring plotlines . 
modine whines and complains and would be completely pathetic if he was matched against someone stronger than elizabeth berkley , who appears as another struggling actor . 
keener's character has a stronger edge , but the insult self-defense class ( taught by denis leary , no less ) she is stuck in makes little sense . 
the movie's running time is under two hours , but it seems like it is well over it . 
there's just not enough humor to speed things along , and not enough meaning to propel any drama . 
",0,0.14171075183609774,1
41,518,0,"well , as i check my score card for what i've done this holiday weekend , it reads good ideas : 0 and dumb ideas : 1 . 
i don't know what i was thinking when i decided to watch this movie . 
but in my defense , i can only say that it was someone else who urged me to see this with him . 
the film that i'm talking about is `a night at the roxbury , ' one of those offerings based on a saturday night live skit . 
wayne and garth , these two are not . 
rather , we meet doug and steve butabi ( the actors' names are not worth mentioning ) , two eternal partyers whose greatest ambitions in life seem to be finding a way to get into the hottest night club in the city , the roxbury . 
driving in their dad's bmw and donning metallic disco suits right out of miami vice , they try to bribe the bouncer to get into the club . 
`have you met my friend washington and his friend roosevelt , ' they confidently say as they pull out spare pocket change . 
their second greatest ambition seems to be oozing out as many silly pick-up lines as is humanly possible in order to start a conversation with a girl ( `let me see that label . 
just as i thought - made in heaven , ' says one of the brothers ) . 
and , like the losers that they are , they fail to do either for much of the film . 
however , as fate would have it , an accidental meeting with `what-ever-happened-to' richard grieco gives them the all-important ticket to get in . 
their sad lives take on a whole new direction . 
they make an important contact with the club owner who believes that these two brothers have uncanny insight into the club scene . 
and they are mistaken as rich swingers by two voluptuous young women . 
but their newfound popularity does not impress their father , who has other plans for them . 
the unfortunate thing about this film is that this is a one-joke movie , and the brothers are the joke . 
actually , there's about 10 mintues worth of tolerable stuff . 
alas , too long for tv and way too short for a feature-length film . 
thus , there just isn't enough material to sustain the 83-minute movie . 
there's no plot to be found and everything that these two do seem to culminate in an opportunity to execute their trademark move of snapping their heads in unison to the funky beat of haddaway's europop song , what is love . 
i was amazed that none of the two suffered from whiplash . 
to take up more film time , there is a subplot involving the daughter of the businessman next door who wants to marry doug . 
this creates not only friction between the brothers , but their unlikely pairing will also agitate audience members as well . 
she's educated and a forebearing witch . 
meanwhile , doug is a complete loser . 
how did these two ever get together ? 
i suppose that if i can ever figure out the answer to that question , i'll have figured out why i decided to go and see this movie . 
if you're looking for entertainment , you won't find it at the roxbury . 
",1,0.2623020357835924,1
42,554,0," "" we are grateful that we have the songs of grace chan to comfort us . "" 
starring lee kang-sheng , yang kuei-mei directed by tsai ming-liang written by tsai and yang ping-ying cinematography by liao peng-jung 
taiwan , 24/12/99 . 
the millenium approaches . 
an incessant downpour batters an unnamed city . 
sectors of the city are being sealed , quarantined due to the onset of a mysterious virus . 
the virus causes people to act like insects : they crawl about on all fours , hide from bright lights , huddle in damp corners . 
the water supply to the quarantined zones will be cut off in a week's time . 
residents are advised to evacuate the area , asap . 
this premise--kafka by way of cronenberg--is the background for the hole , which could have been a great movie , but , sadly , ends up as a waste of good ideas . 
the quick sketch above suggests a dark , absurd , hallucinatory near-future parable of life in the late 20th century ; in execution , however , it is nothing like that . 
the virus , the evacuation , the visual possiblities of the deluge : these are all relegated to the background . 
instead , the hole focuses on the lives--for want of a better word--of a man ( lee kang-sheng ) and a woman ( yang kuei-mei ) who live in the same apartment building , and who have no personalities . 
the entire movie taks place in settings that are uniformly ugly and sterile : the charmless rooms and corridors of a post-industrial apartment complex , photographed to look as dim and dingy as possible . 
it's a vivid setting , but an unappealing one , especially with the monotonous hiss of falling rain and the gurgle of drainage pipes in the background . 
the man lives in the apartment directly above the woman's . 
one day , a repairman investigating a leak leaves a small hole in the floor of the man's living room , opening into the ceiling of the woman's living room . 
this hole--symbol of the solitary opening in the character's lonely , compartmented lives--allows them to interact in unusual ( and mostly non-verbal ) ways . 
example : the man , suffering from the onset of the virus ( or so i assume--everything is obscure in this movie ) vomits through the hole . 
the woman , wandering around in the dark , accidentally puts her hand on his vomit , and then cleans it up . 
this is what passes for meaningful communication . 
and they say romance is dead . 
much of the film does not even focus on their interactions , such as they are . 
there is almost no dialogue and we learn next to nothing about these people . 
they are ciphers . 
instead , we are treated to long takes in which we witness their miserable lives ; we watch , for instance , as the woman boils some water , pours it onto some noodles , then eats the noodles . 
 ( this is as fascinating as it sounds . ) 
offered as counterpoint--or perhaps relief--to these dreary sequences are a series of musical numbers , fantasies in which the woman lip-synchs to pop songs by grace chan ( popular , so i'm told , in 1950s' china ) . 
she prances around in grimy hallways and grungy stairwells , incronguously lit by cheerfully bright spotlights . 
sometimes , in these fantasies , she is joined by the man . 
these scenes are presumably intended to be bright and fanciful , sharply contrasting the dreariness of reality , but they fail . 
when the man and the woman dance , it seems half-hearted and listless . 
astaire and rogers this is not . 
even in imagination , these people are numb , weary , boring . 
the hole is part of the 'collection 2000' series , a group of films commissioned by french tv station la sept arte on the subject of the millenium . 
others include canada's last night , brazil's midnight , and american hal hartley's the book of life . 
the book of life is the only other one that i have seen , and it is infinitely superior to the taiwanese entry . 
witty , energetic , humane , it makes the the hole seem ( ahem ) empty . 
american movies with nothing to say try to disguise their lack of content with flashy movements , quick cuts , superficial emotions . 
foreign movies with nothing to say do what the hole does : they point the camera at something of minimal interest for unbelievably long periods of time , and call it art . 
the hole is self-evidently a film about alienation , and perhaps director tsai ming-liang wants the audience to share in his characters' alienation . 
if so , he succeeds . 
perhaps it is a challenge : he dares us to enjoy this movie , despite his best attempts to ensure that we don't . 
if it was a challenge , i wasn't up for it . 
",1,0.0664865686934719,1
43,1900,1,"in 1912 , a ship set sail on her maiden voyage across the atlantic for america . 
this ship was built to be the largest ship in the world , and she was . 
she was also build to be one of the most luxurious , and that she was . 
finally , she was built to be unsinkable and that unfortunately she was not . 
to get a ticket for this voyage you either : spent a life's savings to get to america to start life anew , were part of the upper class and had the money to spare , or finally were lucky enough to have a full house in a poker match by the docks like jack dawson . 
jack dawson makes the trip , and happens to be at the right place at the right time . 
rose dewitt bukater , a first class passenger , climbs the railings at the aft of the ship with thoughts of jumping . 
thus is started a tale of romance and intrigue , and a tale of death and tragedy . . . 
this movie is about a tragic event that took place a great many years ago , an even that should not be taken lightly as any other bit of historical trivia . 
the movie titanic shows what happened , maybe not with a 100% degree of accuracy , but it still shows it very realisticaly . 
now the titanic is both a story on its own and a backdrop for a story . 
it serves as both admirably , brining forth an interesting story that although simple in its most simple premise is very captivating . 
this movie is very emotional simply because of what it is , but that alone is not enough . 
the story is brought out with a certain style that makes is so much more emotional and so much more effective . 
movies such as this will not be forgotten all too quickly and unfortunately then are not something that is produced by hollywood with any great frequency . 
the attention to detail that was paid is remarkable . 
the whole premise for the telling of the story is interesting , with the showing of brand new footage from the wreck of the titanic adding much flavor to an already good movie . 
part of the magical chemistry behind this story is the acting , and for this movie its extremely good acting from the whole cast . 
the performances put in by the main stars is something to be admired . 
the characters were played out so memorably that both leonardo dicaprip and kate winslet should receive at the least nominations for their roles . 
looking at the acting done in the movie it seems as if they aren't acting but are actually the characters in the movie . 
the casting for the movie could really have been better , in my humble opinion that is . 
one character that will most likely not be mentioned by any other review or commentary about this film is that of the ship itself . 
yes , you read correctly , the ship is a character . 
how is the titanic a character ? 
you ask well simple , a ship had a certain character about it and as most sailors and boats men will tell you . 
this character is everything about the ship from its specifications to its luxuries and the titanic was no stranger to this . 
mr . cameron brings the ship to life in an almost literal sense . 
all this adds to the movie in a certain way that most hollywood productions cant seem to grasp . 
now , to produce the effect that i mentioned above and to sink the ship itself are feats that are accomplished by special effects wizards . 
the effects in this movie range from marvelous costumes to beautifully rendered scenes of the ships sinking . 
in some respects you cannot tell that the effects are there , you simply think that what you see is what happened or what is happening ( if your imagination is good ) . 
the technical wizardry done in this movie is just spectacular and actually getting new footage from the wreck of the titanic is unique . 
the movie will leave you amazed at the effects , and that is a feat since there is no monsters or aliens in this movie , just humans and an oversized ship . 
the movie will amaze you and it will pull on your emotions , the theater that i went to had a few people leaving with tears in their eyes . 
now that is not a feat accomplished by most movies , now the fact that the tragedy actually occurred is brought home with something of a punch , i wont spoil the ending and say what happens regardless it is an interesting movie from beginning to the very end . 
the historical value of this movie is quite high , and honestly is something that should be watched for the sake of seeing it and seeing the tragedy , for it is extremely well done . 
the method of telling the story is also good , maybe not totally unique but effective none the less . 
regardless of anything mentioned above this movie is a grandiose production and the sheer size of the project undertaken is something to be marveled at . 
the simple fact that the movie is smashingly successful at what it aims to achieve is just astonishing . 
if you get the chance to see this movie go ! ! ! 
it might not be the best movie in the world . . 
but it ranks fairly highly and is well worth the time spent watching it . 
during none of the 3 hours and 13 minutes of the movie are you bored nor does your attention wane from the movie . 
",1,0.23959180848719233,1
44,1587,1,"the happy bastard's quick movie review 
me tarzan . . . you 
happy viewer . 
for a minute there , i thought i was going to be groaning over the release of disney's latest , another adaptation of a legend from the past . 
 ( remember the pathetic pocahontas ? 
yikes ! ) 
but guess what- disney , a company that's been on a roll lately with animated films , strikes again with another wonderful tale that pleases the eyes as well as the inner kid in you . 
the story is pretty basic- tarzan is left orphaned and a female gorilla who's lost her young adopts him into her group . 
as he matures into a much older man , tarzan still wonders just why he's so much different from the clan , and then arrives a hunter , a professor , and the professor's lovely daughter , jane- who meets tarzan rather quickly after getting in trouble with a group of feisty babboons . 
from there , tarzan faces tough choices- should he stay with the ones that he grew up with or go join his own kind in england ? 
the voicework here is pretty top-level . 
tony goldwyn is very convincing as the ape man ; minnie driver adds a delectable touch to the already-beautiful jane ; nigel hawthorne makes for a pretty nasty hunter voice ; rosie o' donnell keeps the laughs rolling as tarzan's best ape friend terk ; and wayne "" newman "" knight has his moments as a panicky elephant . 
the movie is superb throughout , mixing a great script with incredible computer-assisted visuals . 
when tarzan tree-surfs ( a twist that was added on top of the same ol' vine swinging- and a great one , i might add ) , the camera twists and turns , allowing the trees all around to come to life vividly . 
i couldn't believe my eyes- disney has come a long way since starting in a ballroom for beauty and the beast . 
and the music's not half bad , either . 
fortunately , there's no ridiculous singing characters here , just a great set of songs by phil collins that perfectly fit the mood . 
there's some great action sequences here as well , including a wonderfully done chase between tarzan , jane , and the aforementioned babboons . 
but , of course , it's not all action- there's a message here as well that has to do with family . 
this is easily one of disney's best animated films of the decade and it's one i can't wait to put in my home library . . . that 
is , if my vcr still works in the year 2000 . 
",1,0.5907300868916661,1
45,1293,1,"all great things come to an end , and the dot-com era embodies that perfectly . 
beneath a mound of bankruptcy paperwork lies the remains of a former dot-com darling , the company kozmo . com , 
an online convenience store stocked with ice cream , porn videos , and other basic necessities of a urban dweller , all hand-delivered by couriers within an hour . 
designed in 1997 by two college roommates -- joseph parks , a 27 year old goldman sachs banker , and yong kang - kozmo flamed out in three short years , raising more than $280 million in venture capital funding and from partnerships with such bigwigs as starbucks and amazon . com . 
by december 1999 , the company boasted 4 , 000 employees in 11 cities , its barking ceo park attracting all kinds of media attention . 
the company was set for an ipo in may 2000 . . . 
until april 14 , 2000 , the day the stock market took its first big dive , ending the internet era . 
by april 13 , 2001 , kozmo was out of money and ceased operations . 
unlike the earlier , similar documentary startup . com , which chronicled the rise and fall of another dot-com , govworks , e-dreams focuses both on its original founders , especially park , and on the common folks that ran the day-to-day operations . 
the contrast is amazing , showing how a cult persona can convince anyone that any idea is the next big thing . 
the film's director , wonsuk chin ( too tired to die ) , expertly juxtaposes upper management company meetings with on-the-spot interviews with the bike messengers , general managers , and floor staff that kept kozmo humming . 
the film's images give a backbone to the company and provide an emotional edge to its ultimate demise . 
the most satisfying part of the film comes in understanding , to a degree , the expectations of numerous ceos commanding these titanic-type businesses . 
in the film's final interviews with park , we learn what happens when the money dries up and backers don't return phone calls . 
in the end , the name of the game was profit , and if you couldn't make money , even the dreamers got the axe . 
screened at the 24th annual mill valley film festival . 
",1,0.22440656069057952,1
46,1961,1,"the latest epos from lars is a blast , although a rather moody one . 
this lovestory is situated in a small town in the rough dreary cliffs in the vestern part of scotland in the 1970 something . 
the church ( calvinistic ) is so strict that the church bells has been removed from the clocktower , they are considered being too unrestrained . 
in these surroundings we find the to-be-weds jan and bess , played by stellan skarsgaard and the remarkable new movie actress emily watson . 
jan is on leave from the oilrig and bess . . 
is just bess , a bit naive and innocent ( in every aspect of the word ) , at first . 
at the wedding party we are told an anecdote , illustrating her infinite kindness , she once lend a bike to an stranger , her best friends bike however . 
but bess is suffering in this scary religious society . 
we soon take part in a funeral where a man , fallen off the orthodox path , is laid to rest while doomed to hell . 
women are not allowed to attend funerals or speak up in the church . 
when the end of the honeymoon approaches we see bess idolizing jan in such an intend , almost manic , that her friends try to calm her down a bit . 
the time has come when jan is to return to the rig , bess is falling into the darkness of depression , her yelling of grief and sorrow are heard above the breaking of the waves . 
she can't stand the thought of life without her husband . 
we witness her dialogues with god ( she speaks both parts , paranoia ? ) 
convincing god to return jan from the oilrig , and her prayers are heard . 
an accident on the rig bring him back , paralysed from the neck and down . 
now he can't satisfy her need for physical love , he try to persuade her into finding a lover , with the ulterior motive to make her describe these affairs to him in every detail . 
at first she resist , but her love for jan and his assurance that this will make him recover more rapidly make her comply . 
imagine what this is doing to the poor girl ? 
the story is cleverly divided into eight chapters parted by beautiful pictures made by danish artist per kirkeby , accompanied by music from the era ; procol harum , deep purple , t-rex and others . 
the use of hand-held camera and lack of any make-up make the characters solid and help to separate this movie from others in the sentimental genre . 
the incredible performance from the actors makes the movie brilliant , though a bit too gloomy for my taste . 
i would say that it is in the genre of betty blue ( 37 . 2 le matin ) and bitter moon ( lunes de fiel ) . 
emily watson as bess and katrin cartlidge as her best friend dodo deliver outstanding performances , this must be the reason for giving it the "" grand prix du jury "" in cannes this year ( although we had hoped for the "" palme d'or "" ) . 
the screenplay is now available in print , the transformation being made in the period from ultimo may to july , just in time for the danish premiere . 
",1,0.26626300006897086,1
47,87,0,"five girls spend a day in a closed building doing inventory when a strange box gets delivered there ( is this starting to sound familiar ? ) by mistake . 
the girls accidentlly open the box ( big surprise , huh ! ) and release an evil spirit of a killer that kills the girls off one by one ( betcha didn't see that one coming ! ) . 
hard to die , i found out while watching the film , is a sequel to sorority house massacre 2 : nightie nightmare ( r . a . m . r . # 
1521 ) . 
two of the actresses from sorority house massacre 2 are in this film , robyn harris and melissa moore , but they play different characters here . 
orville ketchum is also back as ( get ready for this ) orville ketchum ( yes , the same character from number two ) . 
yes , he is also built like a tank in this film too . 
i'm telling you , a nuclear bomb detonated next to this man wouldn't harm him at all ! 
the before mentioned three were the only actors from part two that i thought could act , well they seemed to have lost that ability . 
thankfully , for my sanity , i also saw the film warlock , which undid all the ill effects that i got from this film . 
the story for this film is completely ridiculous and has many elements from many cheapo low budget horror flicks . 
any good moments that this film fails to make are even more destroyed by the story line . 
the film is so pathetically predictable that every moment has already been figured out , analyzed , and discarded before it happens . 
there is no point in this film that any suspense is ever afoot . 
while we are on the subject of the story , the story also provides every chance it can to disrobe an actress . 
the film goes to the extent of putting a shower in the manager's office . 
i'm sorry folks but this is completely unnecessary , ridiculous , and hurts the story more ( if that is still possible ) . 
the script for this film is completely pathetic . 
the lines the actresses come out with are completely horrible . 
the only thing that i think could have happened is that the actors made up the script as they went along . 
here is an example of the wonderful dialog . 
the scene is two girls have just entered a gun store and have picked out a * really * big gun . 
the line is "" my dad used to be a marine , i bet i can work it . "" 
this line has got to be a contender for the bad line hall of infamy . 
now , we fast forward for a few minutes until just after a big plan ( ? ! ! ? ) has been presented . 
one comment from an actress is "" not a lot of strategy involved , but i like it . "" 
i'm afraid folks that this is about as good as they get . 
now lets talk about the great special effects for this film . 
this obviously wasn't a big concern of the film makers . 
the killing scenes are so obviously faked that they go to the point of threatening the viewer's intelligence . 
a girl gets hacked with a knife and enough blood comes out to do one friday the 13th movie . 
are we trying to see how unrealistic we can get ? 
the continuity department was obviously asleep ( along with the viewers ) when watching this film . 
in one shot , actress has cloths on , camera angle changes , actress seems to have lost clothing . 
very impressive trick ! 
the one ( half ? ) 
plus that this film has going for it , is that in many places it is unintentionally hilarious . 
the incompetence behind the film makes it incredibly funny , and so the viewer can get some enjoyment ( ? ! ! ? ) from the film . 
however , this doesn't make it worth the rental fee of over a penny . 
in the acting department , the only thing i can say is two thumbs squared and one head down . 
i would normally do a detailed paragraph on this topic , but there is no point here because there is nobody that i was impressed with in the least . 
oh well , win some , lose some . 
",0,0.3980201970263672,1
48,497,0,"this film is worth seeing for those who want to see what mick jagger looks like when sporting an abe lincoln beard . 
the rock and roller is asked to carry the film as the action antihero of australian legend . . . ned 
kelly , the so-called robin hood of the aussies . 
but he fails to be convincing , in my opinion he is better suited to play gene kelly than ned kelly . 
the film opens to a b/w prologue of ned kelly bravely going to his execution . 
then it goes to technicolor and ned is seen in what goes for flashback , coming home from jail after a 3-year sentence to see his mom and reacquaint himself with the large kelly family . 
this scene is set in 1871 . 
in the background we hear the booming voice of waylon jennings , as he sings shel silverstein's lyrics , which tells -- of ned's hatred for the british rule and hope for ireland to be a republic . 
ned says a debt must be paid . . . 
as he hears voices from his dead father , his class-divided country , and his conscience , all telling him to get revenge . 
so begins ned's romp through australia's outback , seeking justice for all the wrongs his people have suffered . 
he begins by stealing horses , after complaining about the unfair tax law on horses that stray , which favors the rich landowners . 
when he's only 20 he forms a gang , causing him to hide the rest of his life from the police , who put a price on his head of two thousand pounds . 
when ned's mother ( clarissa kaye ) is jailed on a false charge of abetting criminals and sentenced to 3-5 years , ned offers to surrender in exchange for his mother's freedom . 
when the authorities refuse , the kelly brothers go on a robbing rampage , burning mortgages of the poor found in postal vaults and murdering some soldiers . 
rampaging through the outback , they gather sympathy among the poor and lower classes , who don't trust the traps ( police ) . 
spoiler to follow in the next paragraph . 
in the climax , kelly and his gang plan to ambush a train with british police , but someone kelly trusted tips the police on the train and kelly is trapped in a saloon and captured . 
ned's brothers commit suicide rather than be taken alive . 
but kelly's gang escapes , as ned heroically has the police go after only him and his brothers , as they become decoys . 
this was a flat presentation , hardly touching an emotional button on what all the fuss was about over ned kelly's call for justice . 
jagger didn't have a prayer in succeeding in this dry script offered by ian jones and tony richardson . 
the story failed to focus on australia , seemingly a more british film than australian . 
under richardson's lackluster direction , all jagger seemed to do , was proclaim his innocence and vow revenge , which soon became a shrill cry . 
if you want to see a better film about ned kelly , catch "" mad dog morgan "" ( 76 ) , a much truer and more daring version , with dennis hopper giving a much better characterization of ned kelly's madness , something this film could only do in a ho-hum manner . 
",0,0.17269567554368093,1
49,918,0,"you know something , christmas is not about presents . 
it's about over-hyped holiday films with lots of merchandising and product tie-ins . 
at least that would seem to be the message of "" the grinch , "" which has been advertised since last christmas and whose logo is currently plastered all over stores . 
hollywood expects us to ignore this cynical greed as the movie scolds us about losing the true spirit of the season . 
you know the plot : there's this evil furry green guy called the grinch ( jim carrey ) who lives on a mountain overlooking whoville . 
down below all the whos are preparing for their whobilation , but the grinch is determined to steal their christmas . 
the movie is , of course , a live-action version of the beloved children's book , which was previously adapted into a 1966 tv special by looney tunes animator chuck jones . 
it's rare that a big budget hollywood release is shamed by a thirty-year-old half-hour cartoon , but that's the case when jones' version is compared to ron howard's . 
the tv grinch hit all the right notes : boris karloff's soft , deep narration ; thurl ravenscroft singing "" mr . grinch "" ; max the dog weighed down by the gigantic antler tied to his head ; and the grinch's wide , toothless grin . 
by contrast , the movie hits one sour note after another . 
first , there are the numerous bad choices that jeffrey price and peter seaman made in padding out the short book into a 105-minute movie . 
young wide-eyed cindy lou who ( taylor momsen ) is depressed about the misplaced priorities of her parents ( bill irwin and molly shannon ) during the holiday season . 
she begins to sympathize with the grinch , who turns out to be surprisingly sympathetic . 
cindy lou discovers that the grinch turned tearfully away from whoville in grammar school when he was publicly humiliated while expressing his love for the prettiest girl in the class , martha may whovier ( played as an adult by christine baranski ) . 
are we expected to like the grinch , hate the whos , and want him to steal christmas ? 
the grinch isn't even the villain here ; that role is filled by the corrupt mayor of whoville ( jeffrey tambor ) who was the grinch's rival for martha's affection . 
not only are the characters needlessly complex , but the once-simple plot becomes so convoluted that the actual theft of christmas seems like an afterthought . 
the casting choices aren't any better than the screenwriting decisions . 
jim carrey seems woefully miscast . 
while his face is so supple that the rubber make-up seems superfluous , carrey brings nothing else to the role . 
his accent keeps changing ; i assume he was shooting for karloff , but he ends up sounding like a weird slurry of richard nixon , sean connery , and cartman from "" south park . "" 
not knowing what else to do during his many scenes alone in the grinch's home , carrey falls back on his stand-up comedy and clowns around ace ventura-style . 
needless to say , his wise-cracking antics don't quite fit the character of the grinch , who is an embittered loner filled with hate . 
little taylor momsen brings little to role of cindy lou except big eyes and a cute smile . 
she would have been fine if cindy lou was limited to her original purpose in the seuss story ( finding "" santa "" in her living room stealing the tree ) . 
however , the expanded script makes cindy as important as the grinch , and momsen is not up to the challenge . 
bottom line : when you're stealing christmas ( movies ) , leave this one behind . 
",1,-0.08106656955462865,0
